Description;Date;AcademicYear;Status;Category;StudentCode;Sex;;Age;Continent;CivilStatus;Scholarship;ScholarshipCategory;ScholarshipAmount;Scholarship;HowYouKnew;Chosen
Registration Started;2015;2015;Master;MSCS;1140;1;;24;Europe;0;0;3; -   ;N/A;Website;Yes
Registered second time;2014;2014;Master;MBE;1141;0;;24;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Diploma;Summer MSCS;1142;0;;28;Europe;0;0;1; 3.200,00 ;N/A;Website;No
Registered second time;2015;2015;Diploma;Summer MSCS;1143;1;;24;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;BIS;1144;1;;28;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBE;1145;0;;28;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MFE;1146;1;;40;Africa;1;0;0; -   ;N/A;Academic staff;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;1147;1;;28;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MSCS;1148;1;;24;Africa;0;0;3; 11.400,00 ;N/A;Website;No
Registration Started;2015;2015;Master;MBE;1149;1;;24;Africa;0;0;3; 11.400,00 ;Type1;Website;Yes
Registration Started;2015;2015;Master;MSCS;1150;1;;24;Europe;0;0;3; 5.810,00 ;N/A;Other;Yes
Registered second time;2014;2014;Master;MFE;1151;1;;24;Africa;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2015;2015;Erasmus;Erasmus MBA;1152;0;;24;Europe;0;0;3; -   ;N/A;Scholarship;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1153;1;;24;Africa;0;0;3; 21.400,00 ;N/A;Scholarship;Yes
Registration Started;2015;2015;Master;MSCS;1154;1;;24;Africa;0;0;3; -   ;Type1;Website;Yes
Acception notified;2014;2014;Master;MBInf;1155;1;;28;North America;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Diploma;Summer MBA;1156;0;;24;Africa;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1157;0;;24;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBA;1158;1;;28;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1159;1;;40;Europe;1;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MFA;1160;0;;24;Europe;0;0;3; -   ;N/A;Website;Yes
Acception notified;2014;2014;Master;MFA;1161;1;;28;Africa;0;0;0; -   ;N/A;Third part website;No
Acception notified;2014;2014;Bachelor;BBA;1162;0;;28;Latin America;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2015;Bachelor;BBA;1163;0;;18;Africa;0;0;3; -   ;Type1;Website;No
First criteria not met;2014;2015;Bachelor;BBA;1164;1;;18;Latin America;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBE;1165;0;;24;Europe;0;1;3; 8.900,00 ;Type1;Website;Yes
Registration Started;2015;2015;Diploma;Summer MBA;1166;0;;24;Europe;3;0;3; 11.400,00 ;N/A;Website;Yes
First criteria not met;2014;2014;Bachelor;BBA;1167;0;;28;Europe;1;0;0; -   ;N/A;Brochure;No
Registration Started;2015;2015;Master;MSCS;1168;1;;24;Africa;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MFA;1169;1;;24;North America;0;0;3; 16.400,00 ;Type1;Website;Yes
Registration Started;2015;2015;Master;MBE;1170;0;;24;Europe;0;0;3; 21.400,00 ;N/A;Other;Yes
Acception notified;2014;2014;Bachelor;BBA;1171;1;;28;Africa;0;0;3; -   ;Type1;Website;No
Registration Started;2015;2015;Master;MFA;1172;1;;24;Europe;0;0;3; 31.400,00 ;N/A;Other;Yes
Registration Started;2015;2015;Master;MBA;1173;0;;24;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;ME;1174;1;;24;Europe;0;0;3; 3.150,00 ;N/A;Academic staff;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1175;1;;24;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1176;0;;24;Europe;0;0;3; -   ;N/A;Student Alumnus;Yes
First criteria not met;2014;2014;Master;MBA;1177;1;;28;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2015;Bachelor;BBA;1178;1;;18;Africa;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;1179;1;;24;Europe;0;0;3; 2.250,00 ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;1180;1;;24;Europe;0;0;3; 2.200,00 ;N/A;Family Academic staff;Yes
Registration Started;2015;2015;Master;MBE;1181;0;;24;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Diploma;Summer MSCS;1182;0;;24;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBInf;1183;0;;33;Africa;1;0;3; 51.400,00 ;N/A;Website;No
First criteria not met;2015;2014;Master;MBInf;1184;1;;28;North America;0;0;0; -   ;N/A;Third part website;No
Registration Started;2015;2015;Diploma;Summer MSCS;1185;1;;24;Europe;0;0;3; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MSCS;1186;0;;28;Europe;0;0;0; -   ;N/A;Scholarship;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1187;1;;28;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2015;2015;Master;MBInf;1188;0;;24;Africa;0;0;3; -   ;Type1;Website;No
Registration Started;2015;2015;Bachelor;BBA;1189;1;;41;Europe;0;0;3; 2.100,00 ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBE;1190;1;;24;Europe;0;0;3; 43.400,00 ;N/A;Website;Yes
Registration Started;2014;2014;Master;MSCS;1191;1;;29;Asia;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1192;0;;29;Europe;1;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1193;1;;24;Europe;0;0;3; -   ;N/A;Google;Yes
Acception notified;2014;2014;Diploma;Summer MSCS;1194;1;;29;Asia;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1195;1;;33;Asia;1;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1196;1;;33;Africa;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MSCS;1197;0;;42;Europe;1;0;3; 2.300,00 ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1198;0;;33;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Diploma;Summer MSCS;1199;1;;29;Asia;0;0;0; -   ;N/A;Academic staff;No
Registration Started;2014;2014;Master;MBE;1200;1;;24;Europe;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2014;2014;Master;MBE;1201;0;;33;Europe;1;1;3; 8.900,00 ;N/A;Academic staff;No
First criteria not met;2015;2015;Master;MFA;1202;1;;24;Europe;0;0;3; -   ;N/A;Academic staff;No
Registration Started;2015;2015;Bachelor;BBA;1203;0;;24;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;1204;0;;24;Asia;0;0;0; -   ;N/A;Academic staff;Yes
Registration Started;2015;2015;Diploma;Summer MSCS;1205;0;;42;Europe;1;0;3; 2.300,00 ;N/A;Website;Yes
Registration Started;2015;2015;Bachelor;BBA;1206;1;;24;Africa;0;0;3; -   ;N/A;Website;Yes
Registered second time;2015;2015;Diploma;Summer MBA;1207;0;;29;Africa;3;0;3; -   ;N/A;N/A;Yes
Registration Started;2015;2014;Bachelor;BBA;1208;1;;29;Africa;0;0;3; 15.400,00 ;N/A;Website;Yes
Registration Started;2015;2014;Master;MFA;1209;1;;24;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MBA;1210;0;;24;Latin America;1;0;0; -   ;N/A;Other;Yes
Acception notified;2014;2014;Master;MFE;1211;1;;33;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1212;1;;42;Africa;1;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBA;1213;0;;24;Africa;0;0;0; -   ;N/A;Academic staff;Yes
Registration Started;2014;2014;Master;MBE;1214;1;;24;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2015;2015;Master;MBA;1215;0;;29;North America;0;0;3; -   ;Type1;Family Academic staff;Yes
Registration Started;2014;2014;Master;MFA;1216;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1217;0;;24;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;ME;1218;1;;29;Africa;1;1;3; 8.900,00 ;N/A;Online study portal;Yes
Registration Started;2014;2014;Master;ME;1219;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registered second time;2014;2014;Master;MBE;1220;1;;24;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBA;1221;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1222;1;;24;North America;0;0;0; -   ;N/A;Google;Yes
Acception notified;2015;2014;Bachelor;BBA;1223;0;;18;Europe;0;0;0; -   ;N/A;Other;No
Registration Started;2015;2015;Master;MBE;1224;0;;29;Africa;0;0;3; -   ;Type1;Website;Yes
First criteria not met;2015;2015;Diploma;Summer MBA;1225;0;;29;Africa;0;0;3; -   ;N/A;Website;No
Registration Started;2015;2015;Master;MBA;1226;1;;29;Latin America;0;0;3; -   ;N/A;Employer;Yes
Acception notified;2014;2014;Master;MBA;1227;1;;24;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;1228;0;;24;Africa;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;1229;1;;18;Africa;0;0;0; -   ;N/A;Student Alumnus;No
Registration Started;2014;2014;Diploma;Summer MSCS;1230;0;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;1231;1;;18;Latin America;0;0;0; -   ;N/A;Third part website;No
Registration Started;2014;2014;Diploma;Summer MBA;1232;1;;24;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBInf;1233;1;;24;Africa;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1234;0;;24;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBInf;1235;0;;33;Europe;1;0;3; 11.400,00 ;N/A;Academic staff;No
Registration Started;2014;2014;Diploma;Summer MSCS;1236;1;;24;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBA;1237;0;;24;Europe;0;0;0; -   ;N/A;Scholarship;Yes
First criteria not met;2015;2015;Diploma;Summer MBA;1238;1;;29;Latin America;0;0;3; -   ;N/A;Employer;No
Registration Started;2014;2014;Master;MBE;1239;1;;24;Europe;0;0;0; -   ;N/A;Online study portal;Yes
First criteria not met;2014;2014;Bachelor;BBA;1240;0;;18;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBA;1241;0;;29;Europe;0;0;3; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;1242;1;;43;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Diploma;Summer MBA;1243;1;;29;Europe;0;0;1; 3.200,00 ;Type1;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBInf;1244;1;;24;Europe;0;0;0; -   ;N/A;Online study portal;Yes
First criteria not met;2014;2014;Bachelor;BBA;1245;1;;18;Europe;0;0;0; -   ;N/A;Other;No
Registration Started;2014;2014;Diploma;Summer MBA;1246;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Bachelor;BBA;1247;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Bachelor;BBA;1248;0;;18;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MSCS;1249;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBE;1250;0;;29;Europe;0;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Master;MBA;1251;1;;33;North America;0;0;1; 3.200,00 ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1252;1;;18;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBE;1253;1;;24;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Bachelor;BBA;1254;1;;24;Africa;0;0;0; -   ;N/A;Third part website;Yes
Registration Started;2014;2014;Master;MFA;1255;0;;24;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Diploma;Summer MBA;1256;0;;24;Africa;0;0;0; -   ;N/A;Social media;Yes
Acception notified;2014;2014;Bachelor;BBA;1257;0;;18;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1258;0;;18;Europe;0;0;0; -   ;N/A;Brochure;No
Registration Started;2014;2014;Erasmus;Erasmus MBA;1259;0;;24;Europe;0;0;0; -   ;N/A;Scholarship;Yes
Registration Started;2014;2014;Master;MBA;1260;1;;29;Africa;0;0;0; -   ;N/A;Social media;Yes
Registration Started;2015;2015;Master;ME;1261;1;;44;Europe;3;0;3; 11.400,00 ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBA;1262;0;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBE;1263;1;;24;Europe;0;0;0; -   ;N/A;Family Academic staff;Yes
Registration Started;2014;2014;Master;ME;1264;1;;29;North America;0;1;1; 2.900,00 ;Other;Family Academic staff;Yes
Registration Started;2014;2014;Master;MBA;1265;1;;24;Europe;0;0;0; -   ;N/A;Other;Yes
First criteria not met;2014;2014;Master;MBA;1266;0;;33;Europe;3;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;BIS;1267;1;;24;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1268;1;;29;Europe;3;0;0; -   ;N/A;Website;Yes
First criteria not met;2014;2014;Diploma;Summer MBA;1269;0;;24;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBE;1270;0;;24;Africa;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Diploma;Summer MSCS;1271;1;;29;Africa;0;0;0; -   ;N/A;Website;Yes
Acception notified;2014;2014;Bachelor;BBA;1272;1;;18;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1273;0;;18;Africa;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Bachelor;BBA;1274;1;;18;Africa;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Diploma;Summer MSCS;1275;0;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Registration Started;2014;2014;Master;MBInf;1276;1;;24;Europe;0;0;0; -   ;N/A;Website;Yes
Acception notified;2015;2014;Bachelor;BBA;1277;1;;18;Asia;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Master;MBA;1278;0;;24;North America;0;0;0; -   ;N/A;Student Alumnus;Yes
Proposal sent;2015;2015;Master;MBE;1279;1;;44;Europe;0;0;3; 16.400,00 ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MSCS;1280;0;;24;Africa;0;0;3; -   ;N/A;Other;No
Registration Started;2014;2014;Master;MBInf;1281;0;;29;Africa;1;0;0; -   ;N/A;Website;Yes
First criteria not met;2015;2015;Diploma;Summer MBA;1282;0;;24;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MBA;1283;0;;24;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1284;1;;18;Asia;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1285;1;;29;Latin America;0;0;1; 3.200,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;1286;0;;24;Africa;0;0;3; 21.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1287;1;;29;Latin America;0;0;1; 3.200,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;1288;0;;29;Europe;0;0;3; 16.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1289;1;;24;Africa;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBInf;1290;0;;24;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Bachelor;BBA;1291;1;;24;Asia;0;0;3; 6.400,00 ;N/A;Scholarship;No
Acception notified;2015;2015;Master;MBA;1292;1;;24;Europe;0;0;3; -   ;N/A;Other;No
Acception notified;2015;2015;Master;MBE;1293;0;;29;Asia;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Master;MBE;1294;1;;24;Europe;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2015;Master;MFA;1295;0;;24;Europe;0;0;3; 13.400,00 ;N/A;Website;No
First criteria not met;2015;2015;Master;MSCS;1296;1;;29;Europe;0;0;3; 16.400,00 ;N/A;Website;No
Acception notified;2015;2015;Master;MFA;1297;1;;24;North America;0;0;3; 16.400,00 ;Type1;Student Alumnus;No
First criteria not met;2015;2015;Bachelor;BBA;1298;1;;29;Africa;0;0;3; -   ;N/A;N/A;No
First criteria not met;2014;2014;Bachelor;BBA;1299;1;;18;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1300;0;;18;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MBA;1301;1;;24;Africa;0;0;3; 59.263,00 ;Type1;Website;No
First criteria not met;2015;2015;Master;MFA;1302;1;;24;North America;0;1;1; -   ;N/A;Family Academic staff;No
First criteria not met;2015;2015;Master;MBInf;1303;0;;24;Europe;0;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MBA;1304;1;;24;Europe;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2015;Master;MBInf;1305;1;;24;Latin America;0;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Bachelor;BBA;1306;0;;24;Europe;0;0;3; -   ;N/A;Other;No
Registered second time;2015;2015;Diploma;Summer MSCS;1307;1;;29;Africa;1;0;3; -   ;Type1;Website;No
First criteria not met;2015;2015;Erasmus;Erasmus MBA;1308;1;;24;Europe;0;0;3; -   ;N/A;Other;No
First criteria not met;2015;2015;Master;MSCS;1309;0;;24;Africa;0;0;3; 16.400,00 ;N/A;Student Alumnus;No
Registration Started;2015;2015;Master;MBA;1310;1;;29;North America;3;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Erasmus;Erasmus MBA;1311;0;;24;Europe;0;0;3; -   ;N/A;Scholarship;No
Acception notified;2015;2015;Master;MBE;1312;1;;24;Europe;0;0;3; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MBE;1313;0;;24;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Erasmus;Erasmus MBA;1314;0;;24;Europe;0;0;3; -   ;N/A;Scholarship;No
Acception notified;2015;2015;Diploma;Summer MSCS;1315;1;;24;North America;0;0;3; -   ;N/A;Student Alumnus;No
Acception notified;2015;2015;Diploma;Summer MSCS;1316;0;;24;Europe;0;0;3; 6.400,00 ;N/A;Student Alumnus;No
Acception notified;2014;2015;Master;ME;1317;1;;29;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MBInf;1318;1;;34;Asia;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1319;0;;24;Europe;0;0;3; 11.400,00 ;N/A;Online study portal;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1320;0;;24;Europe;0;0;3; -   ;N/A;Website;No
Acception notified;2014;2015;Diploma;Summer MBA;1321;0;;24;Africa;0;0;1; 3.200,00 ;N/A;Google;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1322;1;;44;Europe;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MBA;1323;1;;24;North America;0;0;1; 3.200,00 ;N/A;Website;No
Acception notified;2015;2015;Diploma;Summer MSCS;1324;0;;34;Asia;0;0;3; -   ;N/A;Website;No
First criteria not met;2015;2015;Diploma;Summer MSCS;1325;1;;24;Europe;0;0;3; -   ;N/A;Other;No
Acception notified;2014;2014;Erasmus;Erasmus MBA;1326;0;;24;Africa;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2015;Master;MBE;1327;0;;29;Africa;0;0;3; 26.400,00 ;N/A;Other;No
Acception notified;2014;2014;Bachelor;BBA;1328;1;;18;Latin America;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1329;1;;24;Asia;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2015;Master;MFA;1330;0;;29;North America;0;0;3; 31.400,00 ;Type1;Website;No
First criteria not met;2014;2014;Diploma;Summer MBA;1331;0;;29;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1332;0;;18;Asia;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1333;0;;24;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MBA;1334;0;;24;Asia;0;0;0; -   ;N/A;Academic staff;No
First criteria not met;2014;2014;Diploma;Summer MBA;1335;1;;29;Africa;0;0;0; -   ;N/A;Website;No
Registered second time;2014;2014;Diploma;Summer MSCS;1336;0;;29;Asia;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2014;2014;Master;BIS;1337;0;;24;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1338;1;;18;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1339;1;;24;Africa;0;0;0; -   ;N/A;Brochure;No
Acception notified;2014;2014;Master;MFA;1340;1;;24;Africa;1;1;1; 4.400,00 ;N/A;Academic staff;No
Acception notified;2014;2014;Master;MBA;1341;0;;24;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1342;1;;18;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1343;1;;18;Europe;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2014;2014;Master;MBA;1344;0;;24;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1345;1;;18;Africa;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Bachelor;BBA;1346;0;;18;Asia;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Bachelor;BBA;1347;0;;18;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1348;1;;18;Europe;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2014;2014;Master;MFE;1349;1;;29;Europe;0;0;0; -   ;N/A;Website;No
Acception notified;2015;2014;Bachelor;BBA;1350;1;;29;Africa;0;0;3; 10.400,00 ;Type1;Social media;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1351;1;;24;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MFA;1352;1;;24;Africa;0;0;0; -   ;N/A;Family Academic staff;No
First criteria not met;2014;2014;Master;MSCS;1353;0;;24;Asia;0;0;0; -   ;N/A;Student Alumnus;No
Acception notified;2014;2014;Bachelor;BBA;1354;0;;18;Africa;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Bachelor;BBA;1355;0;;29;Asia;0;0;0; -   ;N/A;Online study portal;No
First criteria not met;2014;2014;Master;MFA;1356;0;;29;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2015;2014;Master;MFA;1357;1;;24;Europe;0;0;0; -   ;N/A;Brochure;No
First criteria not met;2014;2014;Master;MBA;1358;0;;24;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1359;1;;18;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBE;1360;0;;24;Europe;0;0;0; -   ;N/A;Student Alumnus;No
First criteria not met;2015;2014;Diploma;Summer MSCS;1361;0;;24;Asia;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2014;2014;Diploma;Summer MSCS;1362;1;;44;Asia;1;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MBA;1363;0;;24;Asia;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Master;MBA;1364;1;;24;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1365;0;;24;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Diploma;Summer MSCS;1366;1;;24;North America;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Bachelor;BBA;1367;0;;18;Africa;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1368;0;;18;Asia;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Diploma;Summer MBA;1369;0;;29;Africa;0;0;0; -   ;N/A;Social media;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1370;1;;24;Africa;0;0;0; -   ;N/A;Social media;No
First criteria not met;2014;2014;Bachelor;BBA;1371;1;;18;Asia;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Diploma;Summer MSCS;1372;0;;24;Africa;0;0;0; -   ;N/A;Website;No
Acception notified;2014;2014;Master;MBA;1373;0;;24;Africa;0;0;0; -   ;N/A;Third part website;No
First criteria not met;2014;2014;Diploma;Summer MSCS;1374;1;;24;Europe;0;0;0; -   ;N/A;Online study portal;No
Acception notified;2014;2014;Diploma;Summer MSCS;1375;1;;29;Africa;1;0;0; -   ;N/A;Academic staff;No
First criteria not met;2014;2014;Diploma;Summer MBA;1376;1;;24;Europe;0;0;0; -   ;N/A;Website;No
First criteria not met;2014;2014;Bachelor;BBA;1377;0;;18;Europe;0;0;0; -   ;N/A;Other;No
Acception notified;2014;2014;Bachelor;BBA;1378;0;;18;Europe;0;0;0; -   ;N/A;Other;No
First criteria not met;2014;2014;Master;MBE;1379;0;;24;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2014;2014;Erasmus;Erasmus MBA;1380;0;;25;Asia;0;0;0; -   ;N/A;Academic staff;Yes
First criteria not met;2014;2014;Bachelor;BBA;1381;0;;18;Europe;0;0;0; -   ;N/A;Website;No
Registration Started;2015;2015;Bachelor;BBA;1382;1;;25;Europe;0;0;3; -   ;N/A;Website;Yes
Registration Started;2015;2014;Master;MBA;1383;1;;34;Europe;0;0;0; -   ;N/A;Student Alumnus;Yes
Registration Started;2014;2014;Master;MBA;1384;0;;25;Europe;0;0;0; -   ;N/A;Other;Yes
Registration Started;2014;2014;Master;MBE;1385;1;;45;Africa;1;0;0; -   ;N/A;Radio;Yes
Acception notified;2015;2015;Diploma;Summer MSCS;1386;0;;25;Africa;0;0;3; 8.900,00 ;N/A;Website;No
Registration Started;2014;2015;Diploma;Summer MSCS;1387;0;;34;Asia;1;0;3; 21.400,00 ;N/A;Website;Yes
